"drugID"	"drug_name"	"status"	"Swiss_target_ID"	"target_name"	"gene_symbol"	"target_organism"	"drug_action"
"DB00842"	"Oxazepam"	"approved"	"O14764"	"Gamma-aminobutyric acid receptor subunit delta"	"GABRD"	"potentiator"	"Humans"
"DB00842"	"Oxazepam"	"approved"	"P78334"	"Gamma-aminobutyric acid receptor subunit epsilon"	"GABRE"	"potentiator"	"Humans"
"DB00842"	"Oxazepam"	"approved"	"O00591"	"Gamma-aminobutyric acid receptor subunit pi"	"GABRP"	"potentiator"	"Humans"
"DB00842"	"Oxazepam"	"approved"	"P24046"	"Gamma-aminobutyric acid receptor subunit rho-1"	"GABRR1"	"potentiator"	"Humans"
"DB00842"	"Oxazepam"	"approved"	"P28476"	"Gamma-aminobutyric acid receptor subunit rho-2"	"GABRR2"	"potentiator"	"Humans"
"DB00842"	"Oxazepam"	"approved"	"A8MPY1"	"Gamma-aminobutyric acid receptor subunit rho-3"	"GABRR3"	"potentiator"	"Humans"
"DB00842"	"Oxazepam"	"approved"	"Q9UN88"	"Gamma-aminobutyric acid receptor subunit theta"	"GABRQ"	"potentiator"	"Humans"
"DB00842"	"Oxazepam"	"approved"	"P14867"	"Gamma-aminobutyric acid receptor subunit alpha-1"	"GABRA1"	"positive allosteric modulator"	"Humans"
"DB00843"	"Donepezil"	"approved"	"P22303"	"Acetylcholinesterase"	"ACHE"	"inhibitor"	"Humans"
"DB00843"	"Donepezil"	"approved"	"P28223"	"5-hydroxytryptamine receptor 2A"	"HTR2A"	"other/unknown"	"Humans"
"DB00844"	"Nalbuphine"	"approved"	"P41145"	"Kappa-type opioid receptor"	"OPRK1"	"agonist"	"Humans"
"DB00844"	"Nalbuphine"	"approved"	"P35372"	"Mu-type opioid receptor"	"OPRM1"	"antagonist"	"Humans"
"DB00844"	"Nalbuphine"	"approved"	"P41143"	"Delta-type opioid receptor"	"OPRD1"	"antagonist"	"Humans"
"DB00845"	"Clofazimine"	"approved, investigational"	NA	NA	NA	"intercalation"	"Humans"
"DB00845"	"Clofazimine"	"approved, investigational"	"Q5L2G3"	"Uncharacterized oxidoreductase CzcO-like"	""	"inhibitor"	"Geobacillus kaustophilus (strain HTA426)"
"DB00845"	"Clofazimine"	"approved, investigational"	"O95342"	"Bile salt export pump"	"ABCB11"	NA	"Humans"
"DB00846"	"Flurandrenolide"	"approved"	"P04150"	"Glucocorticoid receptor"	"NR3C1"	"agonist"	"Humans"
"DB00847"	"Cysteamine"	"approved, investigational"	NA	NA	NA	"cleavage"	"Humans"
"DB00847"	"Cysteamine"	"approved, investigational"	"P61278"	"Somatostatin"	"SST"	"binder"	"Humans"
"DB00847"	"Cysteamine"	"approved, investigational"	"P49146"	"Neuropeptide Y receptor type 2"	"NPY2R"	"other/unknown"	"Humans"
"DB00848"	"Levamisole"	"approved, investigational, vet_approved, withdrawn"	"P32297"	"Neuronal acetylcholine receptor subunit alpha-3"	"CHRNA3"	"agonist"	"Humans"
"DB00848"	"Levamisole"	"approved, investigational, vet_approved, withdrawn"	"P10696"	"Alkaline phosphatase, placental-like"	"ALPPL2"	"inhibitor"	"Humans"
"DB00848"	"Levamisole"	"approved, investigational, vet_approved, withdrawn"	"Q23022"	"Acetylcholine receptor subunit alpha-type unc-38"	"unc-38"	"activator"	"Caenorhabditis elegans"
"DB00848"	"Levamisole"	"approved, investigational, vet_approved, withdrawn"	"Q9N587"	"Acetylcholine receptor subunit alpha-type unc-63"	"unc-63"	"activator"	"Caenorhabditis elegans"
"DB00848"	"Levamisole"	"approved, investigational, vet_approved, withdrawn"	"Q27218"	"Acetylcholine receptor subunit beta-type lev-1"	"lev-1"	"activator"	"Caenorhabditis elegans"
"DB00848"	"Levamisole"	"approved, investigational, vet_approved, withdrawn"	"P48181"	"Acetylcholine receptor subunit beta-type unc-29"	"unc-29"	"activator"	"Caenorhabditis elegans"
"DB00849"	"Methylphenobarbital"	"approved"	"P14867"	"Gamma-aminobutyric acid receptor subunit alpha-1"	"GABRA1"	"potentiator"	"Humans"
"DB00849"	"Methylphenobarbital"	"approved"	"P47869"	"Gamma-aminobutyric acid receptor subunit alpha-2"	"GABRA2"	"potentiator"	"Humans"
"DB00849"	"Methylphenobarbital"	"approved"	"P34903"	"Gamma-aminobutyric acid receptor subunit alpha-3"	"GABRA3"	"potentiator"	"Humans"
"DB00849"	"Methylphenobarbital"	"approved"	"P48169"	"Gamma-aminobutyric acid receptor subunit alpha-4"	"GABRA4"	"potentiator"	"Humans"
"DB00849"	"Methylphenobarbital"	"approved"	"P31644"	"Gamma-aminobutyric acid receptor subunit alpha-5"	"GABRA5"	"potentiator"	"Humans"
"DB00849"	"Methylphenobarbital"	"approved"	"Q16445"	"Gamma-aminobutyric acid receptor subunit alpha-6"	"GABRA6"	"potentiator"	"Humans"
"DB00849"	"Methylphenobarbital"	"approved"	"P43681"	"Neuronal acetylcholine receptor subunit alpha-4"	"CHRNA4"	"antagonist"	"Humans"
"DB00849"	"Methylphenobarbital"	"approved"	"P36544"	"Neuronal acetylcholine receptor subunit alpha-7"	"CHRNA7"	"antagonist"	"Humans"
"DB00849"	"Methylphenobarbital"	"approved"	"P42262"	"Glutamate receptor 2"	"GRIA2"	"antagonist"	"Humans"
"DB00849"	"Methylphenobarbital"	"approved"	"Q13002"	"Glutamate receptor ionotropic, kainate 2"	"GRIK2"	"antagonist"	"Humans"
"DB00849"	"Methylphenobarbital"	"approved"	"O75469"	"Nuclear receptor subfamily 1 group I member 2"	"NR1I2"	"activator"	"Humans"
"DB00850"	"Perphenazine"	"approved"	"P14416"	"D(2) dopamine receptor"	"DRD2"	"antagonist"	"Humans"
"DB00850"	"Perphenazine"	"approved"	"P21728"	"D(1A) dopamine receptor"	"DRD1"	"antagonist"	"Humans"
"DB00850"	"Perphenazine"	"approved"	"P0DP23"	"Calmodulin"	"CALM1"	"inhibitor"	"Humans"
"DB00851"	"Dacarbazine"	"approved, investigational"	NA	NA	NA	"cross-linking/alkylation"	"Humans"
"DB00851"	"Dacarbazine"	"approved, investigational"	"Q14181"	"DNA polymerase alpha subunit B"	"POLA2"	"other/unknown"	"Humans"
"DB00851"	"Dacarbazine"	"approved, investigational"	"P52209"	"6-phosphogluconate dehydrogenase, decarboxylating"	"PGD"	"inhibitor"	"Humans"
"DB00852"	"Pseudoephedrine"	"approved"	"P23975"	"Sodium-dependent noradrenaline transporter"	"SLC6A2"	"inhibitor"	"Humans"
"DB00852"	"Pseudoephedrine"	"approved"	"Q01959"	"Sodium-dependent dopamine transporter"	"SLC6A3"	"inhibitor"	"Humans"
"DB00852"	"Pseudoephedrine"	"approved"	"P35348"	"Alpha-1A adrenergic receptor"	"ADRA1A"	"agonist"	"Humans"
"DB00852"	"Pseudoephedrine"	"approved"	"P08913"	"Alpha-2A adrenergic receptor"	"ADRA2A"	"agonist"	"Humans"
"DB00852"	"Pseudoephedrine"	"approved"	"P31645"	"Sodium-dependent serotonin transporter"	"SLC6A4"	"inhibitor"	"Humans"
"DB00852"	"Pseudoephedrine"	"approved"	"P07550"	"Beta-2 adrenergic receptor"	"ADRB2"	"partial agonist"	"Humans"
"DB00852"	"Pseudoephedrine"	"approved"	"P08588"	"Beta-1 adrenergic receptor"	"ADRB1"	"agonist, partial agonist"	"Humans"
"DB00852"	"Pseudoephedrine"	"approved"	"O95644"	"Nuclear factor of activated T-cells, cytoplasmic 1"	"NFATC1"	"inhibitor"	"Humans"
"DB00852"	"Pseudoephedrine"	"approved"	"P01375"	"Tumor necrosis factor"	"TNF"	"inhibitor"	"Humans"
"DB00852"	"Pseudoephedrine"	"approved"	NA	NA	NA	"inhibitor"	"Humans"
"DB00852"	"Pseudoephedrine"	"approved"	"P18846"	"Cyclic AMP-dependent transcription factor ATF-1"	"ATF1"	"inhibitor"	"Humans"
"DB00852"	"Pseudoephedrine"	"approved"	"P60568"	"Interleukin-2"	"IL2"	"inhibitor"	"Humans"
"DB00853"	"Temozolomide"	"approved, investigational"	NA	NA	NA	"cross-linking/alkylation"	"Humans"
"DB00854"	"Levorphanol"	"approved"	"P35372"	"Mu-type opioid receptor"	"OPRM1"	"agonist"	"Humans"
"DB00854"	"Levorphanol"	"approved"	"P41143"	"Delta-type opioid receptor"	"OPRD1"	"agonist"	"Humans"
"DB00854"	"Levorphanol"	"approved"	"P41145"	"Kappa-type opioid receptor"	"OPRK1"	"agonist"	"Humans"
"DB00855"	"Aminolevulinic acid"	"approved"	"P13716"	"Delta-aminolevulinic acid dehydratase"	"ALAD"	"inducer"	"Humans"
"DB00856"	"Chlorphenesin"	"approved, experimental"	NA	NA	NA	NA	NA
"DB00857"	"Terbinafine"	"approved, investigational, vet_approved"	"Q14534"	"Squalene monooxygenase"	"SQLE"	"inhibitor"	"Humans"
"DB00858"	"Drostanolone"	"illicit"	"P10275"	"Androgen receptor"	"AR"	"agonist"	"Humans"
"DB00859"	"Penicillamine"	"approved"	NA	NA	NA	"chelator"	"Humans"
"DB00860"	"Prednisolone"	"approved, vet_approved"	"P04150"	"Glucocorticoid receptor"	"NR3C1"	"agonist"	"Humans"
"DB00861"	"Diflunisal"	"approved, investigational"	"P35354"	"Prostaglandin G/H synthase 2"	"PTGS2"	"inhibitor"	"Humans"
"DB00861"	"Diflunisal"	"approved, investigational"	"P23219"	"Prostaglandin G/H synthase 1"	"PTGS1"	"inhibitor"	"Humans"
"DB00862"	"Vardenafil"	"approved"	"O76074"	"cGMP-specific 3',5'-cyclic phosphodiesterase"	"PDE5A"	"inhibitor"	"Humans"
"DB00862"	"Vardenafil"	"approved"	"P18545"	"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"	"PDE6G"	"allosteric modulator"	"Humans"
"DB00862"	"Vardenafil"	"approved"	"Q13956"	"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"	"PDE6H"	"allosteric modulator"	"Humans"
"DB00863"	"Ranitidine"	"approved"	"P25021"	"Histamine H2 receptor"	"HRH2"	"antagonist"	"Humans"
"DB00863"	"Ranitidine"	"approved"	"P22303"	"Acetylcholinesterase"	"ACHE"	"inhibitor"	"Humans"
"DB00863"	"Ranitidine"	"approved"	"P06276"	"Cholinesterase"	"BCHE"	"inhibitor"	"Humans"
"DB00864"	"Tacrolimus"	"approved, investigational"	"P62942"	"Peptidyl-prolyl cis-trans isomerase FKBP1A"	"FKBP1A"	"inhibitor"	"Humans"
"DB00865"	"Benzphetamine"	"approved, illicit"	"Q05940"	"Synaptic vesicular amine transporter"	"SLC18A2"	"inducer"	"Humans"
"DB00865"	"Benzphetamine"	"approved, illicit"	"P08913"	"Alpha-2A adrenergic receptor"	"ADRA2A"	"agonist"	"Humans"
"DB00865"	"Benzphetamine"	"approved, illicit"	"P35348"	"Alpha-1A adrenergic receptor"	"ADRA1A"	"agonist"	"Humans"
"DB00865"	"Benzphetamine"	"approved, illicit"	"Q01959"	"Sodium-dependent dopamine transporter"	"SLC6A3"	"inhibitor"	"Humans"
"DB00866"	"Alprenolol"	"experimental, withdrawn"	"P08588"	"Beta-1 adrenergic receptor"	"ADRB1"	"antagonist"	"Humans"
"DB00866"	"Alprenolol"	"experimental, withdrawn"	"P07550"	"Beta-2 adrenergic receptor"	"ADRB2"	"antagonist"	"Humans"
"DB00866"	"Alprenolol"	"experimental, withdrawn"	"P08908"	"5-hydroxytryptamine receptor 1A"	"HTR1A"	"antagonist"	"Humans"
"DB00866"	"Alprenolol"	"experimental, withdrawn"	"P13945"	"Beta-3 adrenergic receptor"	"ADRB3"	"antagonist"	"Humans"
"DB00867"	"Ritodrine"	"approved, investigational"	"P07550"	"Beta-2 adrenergic receptor"	"ADRB2"	"agonist"	"Humans"
"DB00868"	"Benzonatate"	"approved"	"Q14524"	"Sodium channel protein type 5 subunit alpha"	"SCN5A"	"antagonist"	"Humans"
"DB00869"	"Dorzolamide"	"approved"	"P00918"	"Carbonic anhydrase 2"	"CA2"	"inhibitor"	"Humans"
"DB00869"	"Dorzolamide"	"approved"	"P22748"	"Carbonic anhydrase 4"	"CA4"	"inhibitor"	"Humans"
"DB00869"	"Dorzolamide"	"approved"	"P00915"	"Carbonic anhydrase 1"	"CA1"	"inhibitor"	"Humans"
"DB00869"	"Dorzolamide"	"approved"	"P07451"	"Carbonic anhydrase 3"	"CA3"	"inhibitor"	"Humans"
"DB00870"	"Suprofen"	"approved, withdrawn"	"P23219"	"Prostaglandin G/H synthase 1"	"PTGS1"	"inhibitor"	"Humans"
"DB00870"	"Suprofen"	"approved, withdrawn"	"P35354"	"Prostaglandin G/H synthase 2"	"PTGS2"	"inhibitor"	"Humans"
"DB00871"	"Terbutaline"	"approved"	"P07550"	"Beta-2 adrenergic receptor"	"ADRB2"	"agonist"	"Humans"
"DB00871"	"Terbutaline"	"approved"	"P13945"	"Beta-3 adrenergic receptor"	"ADRB3"	"agonist"	"Humans"
"DB00871"	"Terbutaline"	"approved"	"P08588"	"Beta-1 adrenergic receptor"	"ADRB1"	"antagonist"	"Humans"
"DB00872"	"Conivaptan"	"approved, investigational"	"P37288"	"Vasopressin V1a receptor"	"AVPR1A"	"antagonist"	"Humans"
"DB00872"	"Conivaptan"	"approved, investigational"	"P30518"	"Vasopressin V2 receptor"	"AVPR2"	"antagonist"	"Humans"
"DB14596"	"Loteprednol etabonate"	"approved"	"P04150"	"Glucocorticoid receptor"	"NR3C1"	"agonist"	"Humans"
"DB00874"	"Guaifenesin"	"approved, investigational, vet_approved"	"Q05586"	"Glutamate receptor ionotropic, NMDA 1"	"GRIN1"	"antagonist"	"Humans"
"DB00875"	"Flupentixol"	"approved, investigational, withdrawn"	"P14416"	"D(2) dopamine receptor"	"DRD2"	"antagonist"	"Humans"
"DB00875"	"Flupentixol"	"approved, investigational, withdrawn"	"P28223"	"5-hydroxytryptamine receptor 2A"	"HTR2A"	"antagonist"	"Humans"
"DB00875"	"Flupentixol"	"approved, investigational, withdrawn"	"P21728"	"D(1A) dopamine receptor"	"DRD1"	"antagonist"	"Humans"
"DB00875"	"Flupentixol"	"approved, investigational, withdrawn"	"P35348"	"Alpha-1A adrenergic receptor"	"ADRA1A"	"antagonist"	"Humans"
"DB00875"	"Flupentixol"	"approved, investigational, withdrawn"	"P11229"	"Muscarinic acetylcholine receptor M1"	"CHRM1"	"antagonist"	"Humans"
"DB00876"	"Eprosartan"	"approved"	"P30556"	"Type-1 angiotensin II receptor"	"AGTR1"	"antagonist"	"Humans"
"DB00877"	"Sirolimus"	"approved, investigational"	"P42345"	"Serine/threonine-protein kinase mTOR"	"MTOR"	"inhibitor"	"Humans"
"DB00877"	"Sirolimus"	"approved, investigational"	"P62942"	"Peptidyl-prolyl cis-trans isomerase FKBP1A"	"FKBP1A"	"other"	"Humans"
"DB00877"	"Sirolimus"	"approved, investigational"	"P09038"	"Fibroblast growth factor 2"	"FGF2"	"other/unknown"	"Humans"
"DB00878"	"Chlorhexidine"	"approved, vet_approved, withdrawn"	NA	NA	NA	"incorporation into and destabilization"	""
"DB00879"	"Emtricitabine"	"approved, investigational"	"Q72547"	"Reverse transcriptase/RNaseH"	"pol"	"inhibitor"	"Human immunodeficiency virus 1"
"DB00880"	"Chlorothiazide"	"approved, vet_approved"	"P55017"	"Solute carrier family 12 member 3"	"SLC12A3"	"inhibitor"	"Humans"
"DB00880"	"Chlorothiazide"	"approved, vet_approved"	"P00915"	"Carbonic anhydrase 1"	"CA1"	"inhibitor"	"Humans"
"DB00880"	"Chlorothiazide"	"approved, vet_approved"	"P00918"	"Carbonic anhydrase 2"	"CA2"	"inhibitor"	"Humans"
"DB00881"	"Quinapril"	"approved, investigational"	"P12821"	"Angiotensin-converting enzyme"	"ACE"	"inhibitor"	"Humans"
"DB00882"	"Clomifene"	"approved, investigational"	"P03372"	"Estrogen receptor"	"ESR1"	"antagonist, agonist"	"Humans"
"DB00882"	"Clomifene"	"approved, investigational"	"P04278"	"Sex hormone-binding globulin"	"SHBG"	NA	"Humans"
"DB00883"	"Isosorbide dinitrate"	"approved, investigational"	"P16066"	"Atrial natriuretic peptide receptor 1"	"NPR1"	"agonist"	"Humans"
"DB00884"	"Risedronic acid"	"approved, investigational"	"P14324"	"Farnesyl pyrophosphate synthase"	"FDPS"	"inhibitor"	"Humans"
"DB00884"	"Risedronic acid"	"approved, investigational"	NA	NA	NA	"antagonist"	"Humans"
"DB00885"	"Pemirolast"	"approved, investigational"	NA	NA	NA	NA	NA
"DB00886"	"Omapatrilat"	"investigational"	"P12821"	"Angiotensin-converting enzyme"	"ACE"	NA	"Humans"
"DB00886"	"Omapatrilat"	"investigational"	"P08473"	"Neprilysin"	"MME"	NA	"Humans"
"DB00887"	"Bumetanide"	"approved"	"Q13621"	"Solute carrier family 12 member 1"	"SLC12A1"	"inhibitor"	"Humans"
"DB00887"	"Bumetanide"	"approved"	"P55011"	"Solute carrier family 12 member 2"	"SLC12A2"	"inhibitor"	"Humans"
"DB00887"	"Bumetanide"	"approved"	"Q9UP95"	"Solute carrier family 12 member 4"	"SLC12A4"	"inhibitor"	"Humans"
"DB00887"	"Bumetanide"	"approved"	"Q9H2X9"	"Solute carrier family 12 member 5"	"SLC12A5"	"inhibitor"	"Humans"
"DB00887"	"Bumetanide"	"approved"	"P13569"	"Cystic fibrosis transmembrane conductance regulator"	"CFTR"	"antagonist"	"Humans"
"DB00888"	"Mechlorethamine"	"approved, investigational"	NA	NA	NA	"intercalation"	"Humans"
"DB00889"	"Granisetron"	"approved, investigational"	"P46098"	"5-hydroxytryptamine receptor 3A"	"HTR3A"	"antagonist"	"Humans"
"DB00890"	"Dienestrol"	"approved, investigational"	"P03372"	"Estrogen receptor"	"ESR1"	"agonist"	"Humans"
"DB00890"	"Dienestrol"	"approved, investigational"	"P04278"	"Sex hormone-binding globulin"	"SHBG"	NA	"Humans"
"DB00891"	"Sulfapyridine"	"approved"	"Q49184"	"Dihydropteroate synthase type-1"	"sulI"	"inhibitor"	"Mycobacterium fortuitum"
"DB00892"	"Oxybuprocaine"	"approved, investigational"	"Q9Y5Y9"	"Sodium channel protein type 10 subunit alpha"	"SCN10A"	"inhibitor"	"Humans"
"DB00893"	"Iron Dextran"	"approved, vet_approved"	"P68871"	"Hemoglobin subunit beta"	"HBB"	"activator"	"Humans"
"DB00893"	"Iron Dextran"	"approved, vet_approved"	"P69905"	"Hemoglobin subunit alpha"	"HBA1"	"activator"	"Humans"
"DB00893"	"Iron Dextran"	"approved, vet_approved"	"P02794"	"Ferritin heavy chain"	"FTH1"	"other"	"Humans"
"DB00893"	"Iron Dextran"	"approved, vet_approved"	"P02792"	"Ferritin light chain"	"FTL"	"other"	"Humans"
"DB00894"	"Testolactone"	"approved, investigational"	"P11511"	"Aromatase"	"CYP19A1"	"inhibitor"	"Humans"
"DB00895"	"Benzylpenicilloyl Polylysine"	"approved"	"P30273"	"High affinity immunoglobulin epsilon receptor subunit gamma"	"FCER1G"	"agonist"	"Humans"
"DB00895"	"Benzylpenicilloyl Polylysine"	"approved"	"P12319"	"High affinity immunoglobulin epsilon receptor subunit alpha"	"FCER1A"	"agonist"	"Humans"
"DB00896"	"Rimexolone"	"approved"	"P04150"	"Glucocorticoid receptor"	"NR3C1"	"agonist"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"P14867"	"Gamma-aminobutyric acid receptor subunit alpha-1"	"GABRA1"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"P47869"	"Gamma-aminobutyric acid receptor subunit alpha-2"	"GABRA2"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"P34903"	"Gamma-aminobutyric acid receptor subunit alpha-3"	"GABRA3"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"P48169"	"Gamma-aminobutyric acid receptor subunit alpha-4"	"GABRA4"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"P31644"	"Gamma-aminobutyric acid receptor subunit alpha-5"	"GABRA5"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"Q16445"	"Gamma-aminobutyric acid receptor subunit alpha-6"	"GABRA6"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"P18505"	"Gamma-aminobutyric acid receptor subunit beta-1"	"GABRB1"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"P47870"	"Gamma-aminobutyric acid receptor subunit beta-2"	"GABRB2"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"P28472"	"Gamma-aminobutyric acid receptor subunit beta-3"	"GABRB3"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"Q8N1C3"	"Gamma-aminobutyric acid receptor subunit gamma-1"	"GABRG1"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"P18507"	"Gamma-aminobutyric acid receptor subunit gamma-2"	"GABRG2"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"Q99928"	"Gamma-aminobutyric acid receptor subunit gamma-3"	"GABRG3"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"O14764"	"Gamma-aminobutyric acid receptor subunit delta"	"GABRD"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"P78334"	"Gamma-aminobutyric acid receptor subunit epsilon"	"GABRE"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"O00591"	"Gamma-aminobutyric acid receptor subunit pi"	"GABRP"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"P24046"	"Gamma-aminobutyric acid receptor subunit rho-1"	"GABRR1"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"P28476"	"Gamma-aminobutyric acid receptor subunit rho-2"	"GABRR2"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"A8MPY1"	"Gamma-aminobutyric acid receptor subunit rho-3"	"GABRR3"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"Q9UN88"	"Gamma-aminobutyric acid receptor subunit theta"	"GABRQ"	"potentiator"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"P30536"	"Translocator protein"	"TSPO"	"other"	"Humans"
"DB00897"	"Triazolam"	"approved, investigational"	"P14867"	"Gamma-aminobutyric acid receptor subunit alpha-1"	"GABRA1"	"positive allosteric modulator"	"Humans"
"DB00898"	"Ethanol"	"approved"	"P14867"	"Gamma-aminobutyric acid receptor subunit alpha-1"	"GABRA1"	"agonist"	"Humans"
"DB00898"	"Ethanol"	"approved"	"Q8TCU5"	"Glutamate receptor ionotropic, NMDA 3A"	"GRIN3A"	"antagonist"	"Humans"
"DB00898"	"Ethanol"	"approved"	"P23415"	"Glycine receptor subunit alpha-1"	"GLRA1"	"agonist"	"Humans"
"DB00898"	"Ethanol"	"approved"	"P23416"	"Glycine receptor subunit alpha-2"	"GLRA2"	"agonist"	"Humans"
"DB00898"	"Ethanol"	"approved"	"Q02641"	"Voltage-dependent L-type calcium channel subunit beta-1"	"CACNB1"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P46098"	"5-hydroxytryptamine receptor 3A"	"HTR3A"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P47869"	"Gamma-aminobutyric acid receptor subunit alpha-2"	"GABRA2"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"Q9GZZ6"	"Neuronal acetylcholine receptor subunit alpha-10"	"CHRNA10"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"Q13936"	"Voltage-dependent L-type calcium channel subunit alpha-1C"	"CACNA1C"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P31644"	"Gamma-aminobutyric acid receptor subunit alpha-5"	"GABRA5"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P48169"	"Gamma-aminobutyric acid receptor subunit alpha-4"	"GABRA4"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P34903"	"Gamma-aminobutyric acid receptor subunit alpha-3"	"GABRA3"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P42261"	"Glutamate receptor 1"	"GRIA1"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"Q06432"	"Voltage-dependent calcium channel gamma-1 subunit"	"CACNG1"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"Q15822"	"Neuronal acetylcholine receptor subunit alpha-2"	"CHRNA2"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"Q16445"	"Gamma-aminobutyric acid receptor subunit alpha-6"	"GABRA6"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P42262"	"Glutamate receptor 2"	"GRIA2"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P48058"	"Glutamate receptor 4"	"GRIA4"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P42263"	"Glutamate receptor 3"	"GRIA3"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P43681"	"Neuronal acetylcholine receptor subunit alpha-4"	"CHRNA4"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P17787"	"Neuronal acetylcholine receptor subunit beta-2"	"CHRNB2"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P48549"	"G protein-activated inward rectifier potassium channel 1"	"KCNJ3"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P48051"	"G protein-activated inward rectifier potassium channel 2"	"KCNJ6"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P19320"	"Vascular cell adhesion protein 1"	"VCAM1"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"Q99808"	"Equilibrative nucleoside transporter 1"	"SLC29A1"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P48544"	"G protein-activated inward rectifier potassium channel 4"	"KCNJ5"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P36544"	"Neuronal acetylcholine receptor subunit alpha-7"	"CHRNA7"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"Q9UGM1"	"Neuronal acetylcholine receptor subunit alpha-9"	"CHRNA9"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P18505"	"Gamma-aminobutyric acid receptor subunit beta-1"	"GABRB1"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P28472"	"Gamma-aminobutyric acid receptor subunit beta-3"	"GABRB3"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P47870"	"Gamma-aminobutyric acid receptor subunit beta-2"	"GABRB2"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"Q13698"	"Voltage-dependent L-type calcium channel subunit alpha-1S"	"CACNA1S"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"Q01668"	"Voltage-dependent L-type calcium channel subunit alpha-1D"	"CACNA1D"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P30926"	"Neuronal acetylcholine receptor subunit beta-4"	"CHRNB4"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P32297"	"Neuronal acetylcholine receptor subunit alpha-3"	"CHRNA3"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"P30532"	"Neuronal acetylcholine receptor subunit alpha-5"	"CHRNA5"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"Q15825"	"Neuronal acetylcholine receptor subunit alpha-6"	"CHRNA6"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"Q05901"	"Neuronal acetylcholine receptor subunit beta-3"	"CHRNB3"	NA	"Humans"
"DB00898"	"Ethanol"	"approved"	"Q8N1C3"	"Gamma-aminobutyric acid receptor subunit gamma-1"	"GABRG1"	NA	"Humans"
